videoId,titulo,canal,canal_id,fecha_publicacion,descripcion,palabra_clave,vistas,likes,comentarios,duracion_segundos,es_para_ninos,suscriptores_canal
zV3mhvWpppM,5 Topology Tips That Will  Get You HIRED,JL Mussi,UCG2srhdMHCa4OofVCbcwRXg,2022-06-18T23:37:11Z,Hard Surface Modeling & Topology in Blender—Made Simple. Enroll Now! https://www.clkmg.com/jlmussi/blender-blueprint ...,topología,1230848,45788,801,2042.0,False,109000
6Kt0gW3_kio,EVERYTHING You Need to Know About Topology,J Hill,UCV4JXShy1U1PeMa3KdzeonQ,2021-08-13T16:00:03Z,The first 1000 people to use this link will get a 1 month free trial of Skillshare: https://skl.sh/jhill08211 BECOME A MEMBER ...,topología,616365,26483,521,2433.0,False,192000
wMKiWbNWY5A,computer project working model - mesh network topology - #shorts  | howtofunda,howtofunda,UC1SNzhAmC87xSj9R-8YvdWw,2023-07-19T13:54:06Z,computer project working model - mesh network topology - #shorts | howtofunda #computerproject #computernetwork #mesh ...,topología,703528,7669,27,5.0,False,573000
bGhrBHSVvig,"¿CUÁNTOS AGUJEROS TIENE UN PANTALÓN? La topología, ¡¡te da la respuesta definitiva!!",Derivando,UCH-Z8ya93m7_RD02WsCSZYA,2021-09-02T15:30:05Z,"Si te pregunto: “¿Cuántos agujeros tiene un pantalón?”, te puede parecer algo tonto… Pero esta pregunta tiene detrás una rama ...",topología,347742,20374,616,446.0,False,1550000
8xxi3ILFLBk,Topology | Definition Of Topology With Example | Co countable and Cofinite Topology,Dr.Gajendra Purohit,UC_4NoVAkQzeSaxCgm-to25A,2022-05-16T06:18:28Z,"Previous videos on Topology - https://bit.ly/3WiHxjs This video lecture on the ""Definition Of Topology With Example"". This is helpful ...",topología,327812,6070,390,983.0,False,1660000
PO6ArSzkOT4,Good topology is topology that gets the job done - not the prettiest looking.,FlippedNormals,UCQQFz2LkJMoqSFTas-oozOw,2024-10-25T14:17:30Z,Good topology is topology that gets the job done - not the prettiest looking.,topología,242908,20606,204,55.0,False,336000
62WNNkoRCLE,Manifolds 1 | Introduction and Topology,The Bright Side of Mathematics,UCdwo4k1RQHTcq_-WS7Cazqg,2022-02-03T14:37:26Z,Find more here: https://tbsom.de/s/mf Support the channel on Steady: https://steadyhq.com/en/brightsideofmaths Other ...,topología,213324,4358,173,561.0,False,211000
al0Jwnj-IDA,Why Topology is Extremely Important: A Must-Know Guide,P4ll4d10,UC6VYZy7X47aL4dmXhC5jzGg,2023-10-08T13:00:03Z,Uncover the vital significance of topology in the world of 3D modeling and animation in this enlightening YouTube video. Whether ...,topología,174135,13949,118,60.0,False,2380
WOrKbl_eNNI,Computer Topology network model/easy ring topology networking model,Alka creative collection,UCQmXqzr1cuU4QmnC5if7W8g,2023-07-06T06:00:09Z,Computer Topology network model/ easy ring topology network model how to make a computer topology network model easy ...,topología,170791,3853,58,58.0,False,4160
vv3JNSPKeEU,Topology Lecture 01: Topological Spaces,Marius Furter,UCXdOGwYxJJZxbGBk02z5vVw,2021-02-15T08:15:58Z,"We define topological spaces and give examples including the discrete, trivial, and metric topologies. 00:00 Introduction 00:39 ...",topología,105151,2322,58,2431.0,False,7630
IxAwhW4gP_c,Intro to Topology - Turning a Mug Into a Doughnut,Drew's Campfire,UCkJo2GTo_77e2Rk5Dnqvp5Q,2022-08-03T11:31:03Z,How can a doughnut be equivalent to a mug? CHAPTERS: 00:00 - Turning a Mug into a Doughnut 01:30 - Geometry vs. Topology ...,topología,102791,5343,230,517.0,False,42000
O0ui0wIMZQs,This is Good Topology: How different models need different topo,FlippedNormals,UCQQFz2LkJMoqSFTas-oozOw,2024-08-26T17:38:22Z,This is Good Topology: How different models need different topo #3DArt #3DAnimation #3DSculpting #3DArtist #CGI ...,topología,104619,4315,49,57.0,False,336000
5xLe77iTHuQ,¿Qué es la topología algebraica?,Aleph 0,UCzBjutX2PmitNF4avysL-vg,2025-02-10T20:44:51Z,"Introducción a la homología, un concepto clave en topología algebraica. ¡Recupera tus datos personales con Incogni! Usa el ...",topología,81725,4365,180,878.0,False,205000
jLSD-qWDYxE,¿Qué es la Topología? | MathPures,MathPures,UClTPdtlgYcJp7f4WXxEnWcw,2024-05-21T04:12:09Z,mathpures La serie más difícil del canal: https://youtu.be/LfUx8epGSBY?si=3erKk4t7f6Ziygxg Link de WhatsApp: ...,topología,72892,4034,257,920.0,False,40400
KtwN2OyKCOE,When fkd up topology doesn&#39;t matter,Aryan,UCRRBM6rygnpD9_Ja_OYgLwA,2025-06-05T10:36:08Z,blender #shorts #tutorial #topology.,topología,106126,3449,123,20.0,False,124000
-qMo5mGxrHA,Everything you thought you knew about topology might be wrong! #characterdesign #zbrush #retopology,Art of Haf,UClQXSTVtEaBdU-BA4p6-lBg,2025-02-24T17:22:15Z,,topología,93269,3397,26,45.0,False,12200
dFZ42pBM_KU,¿Quiénes son los expertos en agujeros? 🕳️ #matematicas #curiosidades #topologia #derivando,Derivando,UCH-Z8ya93m7_RD02WsCSZYA,2024-10-20T16:00:38Z,Suscríbete al canal! Sigue a Eduardo Sáenz de Cabezón: En Twitter: http://twitter.com/edusadeci En Instagram: ...,topología,55596,4071,37,58.0,False,1550000
2W-6Ye2JchA,Topología en Rn. Ejercicio Resuelto 1,Profe Miguel. Matemáticas online,UCg0BHhVMtDiSH56jYFN9nPA,2020-03-05T19:30:15Z,"Primer ejercicio resuelto de topología en Rn. Se analiza los conjuntos de puntos interiores, frontera, adherencia y acumulación.",topología,52229,1131,70,934.0,False,1820
-Xhk6TUvza8,Tip:Fix Topology Like a Pro.           #blendertutorial #tutorial #3d #topology,Blender Tips,UCBlWPG22zLXYBROQNcH2Xtw,2024-09-11T02:26:51Z,,topología,65869,1992,27,26.0,False,22600
DqbORilvyzs,El Mejor Libro Para Aprender Topología es GRATIS,Math Sorcerer Español,UCWXTWXKpkDk7LJfurtPHb6Q,2022-11-08T02:46:44Z,"Este es un video que tenía pensado hacer desde hace varios años para mi canal de matemáticas en inglés, pero decidí hacerlo ...",topología,38172,2665,175,730.0,False,71700
mBRxY5cu33Q,Topología #1 (Introducción y espacios métricos),Profe Andy Ayluardo,UC8SAQpuWvZupV1RSmX2kROQ,2024-03-02T01:08:36Z,Primera clase de CUV para Espol.,topología,38662,435,11,7666.0,False,14800
oy_vnFR-nzI,Redes: Topología Física vs. Lógica Explicada,IT Learning ( Español ),UC8dnB200FS0vmrI7nWJ9FyA,2022-12-08T20:58:11Z,Descubre las claves de las Redes: Topología Física vs. Lógica Explicada en este video educativo. Si te interesa el mundo de las ...,topología,34852,903,4,368.0,False,10800
uV8eLz39Dqk,"CURSO de ANÁLISIS Matemático: TOPOLOGÍA, INCREÍBLE Introducción",Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2022-11-04T21:54:37Z,"ANÁLISIS MATEMÁTICO, disfruta de la Clase Magistral apoyada en MANIM acerca del PODER de la TOPOLOGÍA en los ...",topología,27809,1394,122,1416.0,False,393000
udXLEQmbOhE,[3] Creación de una Topología Básica | CISCO PACKET TRACER,Eliezer De León,UCNk3RUL7DEe9YIOzNnk__ow,2020-09-12T04:08:46Z,"Introducción y bienvenida: Bienvenidos al tercer capítulo de la serie ""Cisco Packet Tracer"", aquí vamos a conocer sobre los ...",topología,26421,1322,79,872.0,False,190000
vnNFiNVy9KM,"APRENDE GRAFOS DESDE CERO: Grafos básicos, lista y matriz de adyacencia, definiciones y propiedades.",BitBoss,UC51m1mQmjKJ10YZWtRr8tgA,2022-04-23T02:08:43Z,Aprende esta estructura de datos tan importante para el diseño y el análisis de algoritmos. Dentro del vídeo explico en qué ...,matemáticas discretas,128615,4929,106,354.0,False,76800
IV1r79nFyzU,¿Qué es la MATEMÁTICA DISCRETA?,Codemath,UCu_C0jFkFfr_az4SENd1g7w,2023-02-27T15:34:22Z,"Te enseño QUÉ es la MATEMÁTICA DISCRETA y sus APLICACIONES en el día a día. Además, te presento la futura SERIE de ...",matemáticas discretas,60400,1449,23,157.0,False,7510
8Ag507fO62w,Matemática Discreta 1: Inducción Completa,OpenFING,UCkwrZE1V6d4YVeZUHZ5UKoQ,2022-08-03T09:03:59Z,Clase 01 — Inducción Completa 02/08/2022 Esta obra está bajo una licencia de Creative Commons ...,matemáticas discretas,44425,922,10,5222.0,False,9650
MnuUCSh3oL8,💻 APRENDE Qué son las MATEMÁTICAS DISCRETAS y para QUÉ SIRVEN [2023] Sistemas Computacionales,Matemáticas Discretas para Programación,UC0w0ys-8OE50el__SNXScMw,2023-01-16T21:23:01Z,CONOCE Lo que NADIE te ha Dicho sobre las MATEMÁTICAS DISCRETAS en Sistemas Computacionales Y que te ayudan A ...,matemáticas discretas,40161,1772,63,471.0,False,2210
xVcxFshj1VE,MATEMATICAS DISCRETAS:¿Qué son?¿Para qué sirven?Parte 2,Victor Sanz,UCysMbdMKB0HWV2eXwX1keAQ,2020-06-02T01:10:14Z,En este vídeo hablo sobre los conjuntos numerables así como diversas áreas que componen a las matemáticas discretas.,matemáticas discretas,38056,827,28,652.0,False,4630
1mACuLtOZBc,Top 7 LIBROS para HACKEAR a la IA de ChatGPT (Matemáticas Discretas),Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2022-10-28T17:54:32Z,"LIBROS Recomendados de Matemática DISCRETA, la llave para entrar a las ciencias COMPUTACIONALES para hacer el BIEN ...",matemáticas discretas,24581,1203,97,1389.0,False,393000
IW81DMApm6w,Matemáticas discretas I Clase 8-2 Aritmética modular: modulo,Carlos Delgado,UCKGwhpsRY9niYcPRvIpmhCA,2020-01-21T18:29:20Z,"Clase 08 - 20 de Enero de 2020 750083M Matemáticas discretas I, Semestre II 2019, Universidad del Valle, Cali Colombia ...",matemáticas discretas,21409,342,17,641.0,False,5660
r5VY4LW4dvY,Matemáticas discretas II Clase 10 9 Introducción a árboles,Carlos Delgado,UCKGwhpsRY9niYcPRvIpmhCA,2020-02-06T01:53:28Z,"Clase 10 - 04 de Febrero de 2020 750084M Matemáticas discretas II, Universidad del Valle, Cali Colombia Enlace al campus ...",matemáticas discretas,17389,292,18,871.0,False,5660
HDIlW0ZQkII,Inducción completa | Matemáticas discretas,BP {Learn},UCI6K5cO6xtqCbvIQvTkfBCg,2023-06-13T22:36:13Z,Aprende sobre inducción completa de forma rápida y sencilla. Elemento discreto | Matemáticas discretas.,matemáticas discretas,15680,1211,14,60.0,False,139
ifxZuBpTctg,MATEMÁTICAS DISCRETAS: Recomendaciones de LIBROS,Victor Sanz,UCysMbdMKB0HWV2eXwX1keAQ,2020-08-14T21:24:16Z,"En este video les doy una selección personal de textos para los que buscan comenzar a estudiar Matemáticas Discretas, o bien, ...",matemáticas discretas,8584,324,31,340.0,False,4630
nIYj4urE82g,│Clase 1│ Matemáticas Discretas,Clases ESCOM ,UCEj3b9lnsuIjmPsWcGx-LfA,2021-08-19T23:33:08Z,19/08/21.,matemáticas discretas,8507,132,10,4899.0,False,443
NjFwS4YzQZM,Matemáticas Discretas.,José Quintanar,UC8yAXXqiYcTkXBBRtrt4jsA,2022-11-08T08:15:39Z,upiicsa #matemáticas #ipn.,matemáticas discretas,8415,0,0,57.0,False,2800
Is8-9j9lJYs,Maravilloso Libro de Matemáticas Discretas para Principiantes,Math Sorcerer Español,UCWXTWXKpkDk7LJfurtPHb6Q,2022-12-25T04:00:09Z,"En este breve video, le mostraré uno de los libros de matemáticas discretas más fáciles que existen. Esta se llama Estructuras ...",matemáticas discretas,6595,412,58,299.0,False,71700
W8V8FSZaVEE,Libros que recomiendo de matemáticas discretas,Can't FindMyControl,UC42VeZxNFrXiTay10mZqulA,2025-02-10T00:17:59Z,,matemáticas discretas,5190,464,19,146.0,False,94900
IU-tMDkEYm0,¿Qué son las matemáticas discretas y cuál es su utilidad en las Ciencias de la Computación?,Alma Arévalo Loyola,UCfvSehdKMWSPfm46p-k7VEw,2020-09-20T22:56:01Z,,matemáticas discretas,2896,121,8,246.0,False,141
GbbSnQEmfDs,Matemáticas Discretas.  Solución total de relaciones de recurrencia Ejemplo  1,crisantemo132,UCCrj31nqwHqrvHmbVghhlfw,2020-05-01T05:15:00Z,,matemáticas discretas,2811,68,2,436.0,False,104
jmazioTq1iI,Matemáticas Discretas - Tipo de Relaciones y Representación Gráfica (1/2),MARS Programming,UCukUdjkk48CyYXQUBGw9cww,2020-06-25T22:00:06Z,Conjuntos #TiposRelaciones #MatemáticasDiscretas #RepresentaciónGráfica En este video explico los Tipos de Relaciones ...,matemáticas discretas,2601,47,3,1523.0,False,1670
7LfUfhahpHk,Matemáticas discretas II: Clase: Conteo básico,Carlos Delgado,UCKGwhpsRY9niYcPRvIpmhCA,2022-02-27T03:06:00Z,Lista de reproducción.,matemáticas discretas,2442,25,0,2359.0,False,5660
7xFCVG2cBnE,Búsqueda a lo ancho - Matemáticas discretas,Muchuman,UC0p5dKhJrcmeoObTMO3WE3w,2022-05-24T21:03:02Z,,matemáticas discretas,2413,62,2,411.0,False,330
4gTT3nNQeaA,Problema resuelto con &quot;Algoritmo de Prim&quot; (Ejemplo 1) - Matemáticas Discretas,TeleMathIng,UC_HDBUwwOZ5Cif-MkrouZzQ,2020-08-05T18:55:14Z,Reglas del algoritmo de Prim -Siempre buscar la arista con menor peso de incidencia -Se puede utilizar cualquier arista en el ...,matemáticas discretas,2143,41,4,425.0,False,345
YC6jrYq6rMs,¿Qué es Matemática Discreta?,María Alicia Piñeiro,UCG-h4jROkDJcMzNf7fKtVbQ,2025-03-05T20:51:35Z,"Te explico qué significa el nombre de ""DISCRETA""",matemáticas discretas,1889,102,11,264.0,False,13500
OSe1GDxNJXo,Matemáticas discretas I: Motivación del curso,Carlos Delgado,UCKGwhpsRY9niYcPRvIpmhCA,2022-02-26T02:32:07Z,Lista de reproducción.,matemáticas discretas,1841,26,0,2213.0,False,5660
YdByixowPaY,"Matemáticas Discretas - Módulo 1: Combinatoria (permutaciones, variaciones y combinaciones)",Un Profe de Informática,UCwqALl44nuKsdu8ZEIvsXug,2020-09-05T03:27:29Z,"Material elaborado por el Profesor Dr. Fabián Riquelme Csori, para el curso de Matemáticas Discretas, de la Escuela de ...",matemáticas discretas,1744,64,6,869.0,False,2870
gL9ZUeGMX3s,Tarea 2 - Teoría  de conteo y relaciones de recurrencia -UNAD MATEMÁTICAS DISCRETAS,Karolay Garcia,UCltRZQGAH65xl04eiSU_0eg,2024-10-18T15:51:22Z,,matemáticas discretas,1723,3,1,129.0,False,7
ZNiYZsB5mQc,Relaciones de recurrencia - Ejercicio de sustentanción - Matemáticas Discretas,Jhonnier Torres,UCVK8eb0dLpTvNC9EnjKXY_Q,2021-04-13T03:35:37Z,ESTUDIANTE C 1) Entre 65 y 165 queremos interpolar 9 medios aritméticos. Calcular: La diferencia común La suma de todos los ...,matemáticas discretas,1698,23,1,587.0,False,134
6CiGFVhR2q8,Matemáticas. Matemáticas discretas 1. Sucesiones y ecuaciones recurrentes. Introducción.,Ciencias con Salva,UCgb0DSdXquM5TBnHP4zHK6Q,2021-10-30T10:24:15Z,En este video se da una introducción a las sucesiones recurrentes.,matemáticas discretas,1613,37,1,933.0,False,4990
1gFi1NDJN_w,Matemáticas Discretas - Árbol de peso mínimo,Mónica Ugalde Cervantes,UCkEFnvsGh59wsdz0ujVmAfg,2020-06-09T06:24:30Z,Se muestra el Algoritmo de Prim para dar solución a un ejemplo de la Teoría de Grafos de la asignatura Matemáticas Discretas.,matemáticas discretas,1511,17,0,295.0,True,3
BZYqa3w3dH8,ENCRIPTAR y DESENCRIPTAR con el MÉTODO RSA | Matemáticas Discretas,Matemáticas con Eulecs,UCCTnevo8qtnV4ZytNZC1jjg,2023-10-08T02:08:13Z,,matemáticas discretas,1501,19,0,1082.0,False,549
4gtQtDFrafk,Búsqueda a profundidad - Matemáticas discretas,Muchuman,UC0p5dKhJrcmeoObTMO3WE3w,2022-05-24T21:03:24Z,,matemáticas discretas,1423,42,5,361.0,False,330
Z_b_JkvFWWY,│Clase 4│ Matemáticas Discretas,Clases ESCOM ,UCEj3b9lnsuIjmPsWcGx-LfA,2021-08-26T23:10:33Z,26/08/21.,matemáticas discretas,1379,13,0,4507.0,False,443
Z8wwQzygps0,Matemáticas Discretas - Lógica Proposicional 1/2,MARS Programming,UCukUdjkk48CyYXQUBGw9cww,2020-07-03T20:37:56Z,LógicaProposicional #MatemáticasDiscretas #Conjunción #TablasVerdad En esta sesión iniciamos con Lógica Proposicional ya ...,matemáticas discretas,1385,33,1,910.0,False,1670
JuE4iPC7PG8,Sustentación - Unidad 3 Tarea 3 - Matemáticas Discretas - Grafos y árboles,Jhonnier Torres,UCVK8eb0dLpTvNC9EnjKXY_Q,2021-05-08T21:12:11Z,Explique el concepto de árbol enraizado y las relaciones de recurrencia entre vértices de un árbol del ejercicio anterior.,matemáticas discretas,1371,16,0,273.0,False,134
Eueq3MzxxXs,"Relaciones, representaciones y operaciones (Matemáticas Discretas)",Sara Villalobos,UCbLxnIPBkoAEhFhg4jT74pg,2023-10-18T04:19:01Z,"Hola chicos, este video es un poco largo pero podrán encontrar varios subtemas acerca de Relaciones y mucho ejemplos.",matemáticas discretas,1374,41,0,3782.0,False,380
rL7HA4cT4BM,Ecuaciones diferenciales en derivadas parciales #maths #matematicas #mathsmemes #ecuaciondiferencial,Profeleuterio,UCMY52ny4_VAwH1H5NPlGJ8g,2024-06-08T03:18:38Z,,ecuaciones diferenciales,1013762,31574,238,20.0,False,2850
_EKDACRTUak,GUÍA PRÁCTICA para Aprender a Resolver EDOs,El Traductor de Ingeniería,UCa6V1UVOXN4wDm7RDQDoa6g,2024-01-07T16:42:56Z,Esta clase es una guía para aprender a resolver Ecuaciones Diferenciales Ordinarias de primer orden. Marcas de tiempo 0:00 ...,ecuaciones diferenciales,271737,12666,336,5116.0,False,1600000
lkdHZT0Q_TU,¿Por qué DEBES APRENDER ecuaciones diferenciales? | ¿QUÉ es una ECUACIÓN DIFERENCIAL?,BlueDot,UCr3bHzqSSdCneYASAcj-1-Q,2023-05-30T21:47:20Z,"En este video hablaremos de manera introductoria a las ecuaciones diferenciales, empezamos comentando sobre su ...",ecuaciones diferenciales,216820,10410,319,1357.0,False,206000
pj8n71dsHHU,"09. Aplicación de las Ecuaciones Diferenciales a Circuitos RLC, RL, RC, LC",MateFacil,UCHwtud9tX_26eNKyZVoKfjA,2021-06-03T16:17:35Z,En este directo de Twitch explico cómo surge la ecuación diferencial lineal de segundo orden de coeficientes constantes no ...,ecuaciones diferenciales,207904,4020,80,5323.0,False,1450000
_5qW3qAIYRo,Ecuaciones Diferenciales Exactas | Ejemplo,Matemáticas con Carito,UCQrKBTN4m-eW_NUHxjm_xqg,2020-09-21T19:11:28Z,Explico el procedimiento para encontrar la solución de una Ecuación Diferencial Exacta. Resuelvo un ejemplo. Para más ...,ecuaciones diferenciales,201954,5333,307,605.0,False,25000
Qe1DLWrJW88,Interés simple | Ejemplo 1,Matemáticas profe Alex,UCanMxWvOoiwtjLYm08Bo8QQ,2020-10-19T14:43:54Z,"Primer ejemplo de problemas de interés simple, en este caso: ¿Qué interés se debe pagar por un préstamo de 5.000.000 al 2% ...",matemáticas financieras,2820054,60131,695,705.0,False,10000000
cD5xmLtYjYI,Interés compuesto | Ejemplo 1,Matemáticas profe Alex,UCanMxWvOoiwtjLYm08Bo8QQ,2021-02-05T13:10:59Z,"Primer ejemplo de problemas de interés compuesto, en este caso el problema: Una persona ahorra $1.000.000 en un banco que ...",matemáticas financieras,2005950,38974,495,669.0,False,10000000
4MgDq1_JrBs,INTERÉS SIMPLE Super facil - Para principiantes,Daniel Carreón,UCwScwtu5zVqc_wHtRx9XvDA,2021-11-16T17:30:01Z,"Hola, aqui les dejo este video en elq ue les comento que es el interes simple, y en dos ejercicios lo calculamos. ✉️ NEGOCIOS ...",matemáticas financieras,1263259,29665,919,539.0,False,9300000
udHfLLYZFQM,INTERÉS SIMPLE (Calculando la tasa de interés) Super facil - Para principiantes,Daniel Carreón,UCwScwtu5zVqc_wHtRx9XvDA,2021-11-23T17:30:12Z,"Hola, aqui te dejo este video en donde te explico como calcular la tasa de interes de una manera muy facil, ideal para ...",matemáticas financieras,660102,10641,375,368.0,False,9300000
urr7OmAx4G0,Curso de Matemáticas Financieras LECCIÓN 1,Felipe Delgado,UCxg6zkVEnxLLrr-tJxUAaOA,2020-06-03T14:00:17Z,Curso de matematicas financieras parte 1. Generalidades de las finanzas y matemáticas financieras. En esta primera lección del ...,matemáticas financieras,340021,12554,384,737.0,False,425000
xyIgl88pnCw,INTERES SIMPLE (Calculando el capital) - Super facil - Para principiantes,Daniel Carreón,UCwScwtu5zVqc_wHtRx9XvDA,2021-12-08T18:00:18Z,"Hola, aqui te dejo este vídeo en el que te explico como calcular el capital cuando hablamos de interes simple, explicado de una ...",matemáticas financieras,264226,4818,195,226.0,False,9300000
HiyUTydT4eA,INTERÉS SIMPLE e INTERÉS COMPUESTO (matemáticas financieras),Felipe Delgado,UCxg6zkVEnxLLrr-tJxUAaOA,2020-06-17T14:00:06Z,Aprende todo sobre interes simple y compuesto con este video. Curso de matemáticas financieras Lección 3. Capitalización: ...,matemáticas financieras,220534,6917,287,1049.0,False,425000
yq5sZu8-qyY,Diagrama de Flujo en MATEMÁTICAS FINANCIERAS,Felipe Delgado,UCxg6zkVEnxLLrr-tJxUAaOA,2020-06-10T14:00:30Z,Curso de Matemáticas Financieras Lección 2. Diagramas de Flujo. En esta segunda lección del curso de matemáticas financieras ...,matemáticas financieras,167657,4154,153,658.0,False,425000
LDDkbmDHz3U,Anualidades | Matemáticas financieras,WissenSync,UCev7jyHYkrXzxVbJJs-xI0g,2020-03-14T23:27:21Z,En este video se repasa el concepto de anualidad en matemáticas financieras y se enlistan con ejemplos los tipos de ...,matemáticas financieras,92906,1259,26,290.0,False,98900
7I1oDZFaQas,"Anualidades - Fórmulas, Conceptos y Ejemplos | Matemáticas Financieras",Luis Lab,UCof_33qlFyYYDfHGGdFFm4A,2020-04-16T19:25:59Z,Las Anualidades son un conjunto de pagos iguales que se dan de manera periódica para acumular un valor futuro o saldar un ...,matemáticas financieras,88796,2273,90,1759.0,False,2360
yP632OLBt7w,AMORTIZACIÓN | INTRODUCCIÓN Y CONCEPTOS | MATEMÁTICAS FINANCIERAS | EJ 1,Profe Jorch,UCdzwuwGsxOfvisAEkC6Qf_w,2020-05-14T17:00:23Z,TELEGRAM: tme/profe_jorch UNETE!!! ¿QUIERES APOYAR LOS VIDEOS? ENTRA EN ESTE LINK: ...,matemáticas financieras,64002,797,35,1127.0,False,17700
9aIL5c3NqIM,31  Anualidades Diferidas -  Ejercicios Resueltos - Matemáticas Financieras,Matepedia,UCgztdV8s43E-OAs5FXqFPoQ,2020-07-13T15:00:02Z,Las anualidades diferidas tienen gran importancia porque requiere de la aplicación de muchos conocimientos: * Calcular el valor ...,matemáticas financieras,52065,731,14,230.0,False,5620
aFBve1ZXrSU,Matemáticas financieras con calculadora,Montero Espinosa (SPyB),UCiSbnw9sZjvuxbp1s3zeIrQ,2020-04-28T04:19:24Z,"En este vídeo enseñamos a utilizar la calculadora para obtener los resultados. Si te gusta la idea dale al ""me gusta"" y haremos ...",matemáticas financieras,44191,1481,89,472.0,False,190000
h-eP8gsJB6I,Matemáticas Financieras. Capitalización Compuesta: Tanto nominal y tanto efectivo,GHALO,UCuWflQSrNvl7aECSnvaXv5A,2020-01-02T15:33:20Z,"Decimotercera lección del curso completo de matemáticas financieras, apartado de capitalización compuesta; tanto nominal y ...",matemáticas financieras,41049,924,60,635.0,False,9140
NGJwJomJt9c,Como calcular la RENTABILIDAD con Valor Futuro y Valor Presente (MATEMÁTICAS FINANCIERAS),Felipe Delgado,UCxg6zkVEnxLLrr-tJxUAaOA,2020-02-19T13:45:00Z,Aprende como sacar la rentabilidad mirando este EJERCICIO resuelto y explicado PASO A PASO. Para saber la rentabilidad de ...,matemáticas financieras,40215,758,33,327.0,False,425000
jZPKHIHhds8,Matemáticas Financieras. Préstamo Sistema Francés.,GHALO,UCuWflQSrNvl7aECSnvaXv5A,2020-01-04T15:19:01Z,"Decimocuarta lección del curso completo de matemáticas financieras, amortización de un préstamo por el sistema francés.",matemáticas financieras,35212,551,58,512.0,False,9140
z7GKhZCo7YE,Matemáticas Financieras. Préstamo Sistema Cuotas Amortización Constantes.,GHALO,UCuWflQSrNvl7aECSnvaXv5A,2020-01-07T16:31:58Z,"Decimoquinta lección del curso completo de matemáticas financieras, amortización de un préstamo por el sistema de cuotas de ...",matemáticas financieras,32606,603,45,328.0,False,9140
P-YIrCMNDUQ,¿Cómo hacer una Tabla de Amortización en Excel? (Cotización en agencia) - Matemáticas Financieras,Luis Lab,UCof_33qlFyYYDfHGGdFFm4A,2020-07-21T00:01:20Z,"En este vídeo muestro de manera sencilla cómo elaborar una tabla de amortización en excel, utilizando fórmulas que nos harán ...",matemáticas financieras,29755,580,50,723.0,False,2360
yJwXLAuZ8rU,19  ¿Qué es una Anualidad?  Concepto clave en Matemáticas Financieras 💰,Matepedia,UCgztdV8s43E-OAs5FXqFPoQ,2020-06-16T15:00:32Z,"Sabías que una anualidad en matemáticas financieras no significa 1 año? Aquí te explicamos lo que significa, su importancia y lo ...",matemáticas financieras,26717,593,6,142.0,False,5620
0aIxNmZfyhE,¿ERES BUENO EN MATEMÁTICA? | EXAMEN PARTE I,Profe Jeff,UCG6c0G2FOKEKGp-0l7c4xpA,2021-09-11T22:28:02Z,Te invito a seguirme en todas mis redes: ✓Tiktok: https://vm.tiktok.com/ZMdQVAFuc/ ✓Kwai: http://s.kw.ai/Dl1o1Ax6 ✓Instagram: ...,matemáticas en física,42807308,1488725,101235,38.0,False,1740000
_lfYn_p0Oho,Maths vs Physics,NIROX,UCi_iNBqvBJJ3oT2oroRdZrg,2023-03-11T13:59:04Z,shorts #physics #maths #edit.,matemáticas en física,8601513,465405,10826,25.0,False,43000
-RDBMu7BreE,APRENDE MATEMÁTICAS DESDE CERO. Nivel Básico,Matemáticas con Juan,UCb40x1kRqrq7---i14VaA-A,2022-10-26T23:38:33Z,Clase inicial de matemáticas en donde empezando por lo más elemental vamos dando un repaso a los temas más importantes ...,matemáticas en física,5305243,169125,5202,11542.0,False,1790000
139aFQ9o1kY,Algo Extraño Sucede Cuando Sigues las Matemáticas de Einstein,Veritasium en español,UCXtxgWwk55kVJo9lCCZRdmg,2024-05-05T01:45:14Z,Haz tu propia WEB con HOSTINGER! https://www.hostinger.com/veritasium y usa el código VERITASIUM para un 10% de ...,matemáticas en física,4595160,81589,2719,2185.0,False,2580000
4oU0Vbta48Y,"FÍSICA DESDE CERO. Curso inicial, lo más básico",Matemáticas con Juan,UCb40x1kRqrq7---i14VaA-A,2021-03-26T00:25:50Z,Aprende física desde cero. Curso inicial de los temas más básicos que tienes que saber en FÍSICA El esquema a seguir es el ...,matemáticas en física,3848048,96250,3006,12259.0,False,1790000
kHZ8SD7jiiA,"CIRCUITOS ELÉCTRICOS, pero SIN memorizar fórmulas",El Traductor de Ingeniería,UCa6V1UVOXN4wDm7RDQDoa6g,2020-10-25T16:54:00Z,"Con un enfoque de ingeniería veremos las bases, los fundamentos, ""el ABC"" de los circuitos eléctricos. La Teoría de Circuitos ...",matemáticas en física,3545952,153208,3799,3586.0,False,1600000
HD0Hv9A3md4,Te Muestro como Pienso la FÍSICA,El Traductor de Ingeniería,UCa6V1UVOXN4wDm7RDQDoa6g,2021-08-29T20:45:20Z,Esta historia continúa: https://www.youtube.com/watch?v=aDHVXyFXxCE ¡Al fin un video de física! Me han mandado muchos ...,matemáticas en física,3505240,171636,3545,3083.0,False,1600000
